water_ratio,power,cook_time,soak_time,initial_temp,rice_type,doneness
1.1848544555255272,656,35,10,21,basmati,80.34176987112531
1.9695846277645586,742,34,6,23,brown,76.91828759646259
1.7751328233611146,383,27,27,32,white,31.768000040430675
1.9394989415641892,561,31,4,27,white,60.39254935549689
1.894827350427649,446,29,16,26,white,44.78923960228728
1.597899978811085,740,39,23,20,brown,95.78725911111778
1.9218742350231168,752,29,19,24,white,71.13977874809667
1.0884925020519196,686,30,8,26,brown,59.99919749797364
1.1959828624191453,556,21,13,34,white,31.26911566971714
1.045227288910538,357,28,25,23,basmati,23.970389035975675
1.3253303307632645,679,23,11,34,basmati,45.74287161695221
1.3886772896894821,721,26,5,34,basmati,57.548329980229795
1.2713490317738958,314,33,16,20,basmati,26.871970376264972
1.8287375091519293,461,30,18,28,brown,39.36672563764703
1.3567533266935894,744,12,18,33,white,23.36409115260569
1.2809345096873808,462,35,25,24,basmati,48.981444109272516
1.5426960831582486,619,39,15,30,brown,68.58663360559997
1.1409242249747626,796,32,11,21,basmati,95.78503512638595
1.8021969807540397,580,16,11,27,basmati,18.712743770950425
1.0745506436797707,579,26,19,30,brown,34.73140590174709
1.9868869366005173,311,21,5,32,brown,12.725630147794101
1.7722447692966574,573,18,22,21,white,30.39209761419739
1.1987156815341724,570,24,25,22,white,48.17929643512511
1.0055221171236024,791,27,3,33,basmati,66.17223248788218
1.8154614284548343,507,30,5,29,basmati,42.73597660656093
1.7068573438476171,326,22,10,20,white,16.526927334870194
1.7290071680409873,371,39,0,30,white,42.65673080514547
1.7712703466859456,359,30,29,21,brown,22.589491738430052
1.0740446517340905,729,39,23,33,white,96.5962162273662
1.3584657285442727,772,17,22,26,white,37.77114554837039
1.1158690595251297,444,23,14,29,basmati,24.784568253455625
1.8631034258755936,392,17,26,21,white,14.083572866798036
1.623298126827558,608,23,10,25,basmati,43.85872177227979
1.3308980248526492,307,16,24,34,white,16.599880353523417
1.0635583502860237,378,32,18,22,brown,23.796169524023547
1.3109823217156622,326,21,17,23,white,14.766149729400924
1.325183322026747,473,20,16,30,white,29.021692978675684
1.729606178338064,349,31,18,34,white,40.428245483176426
1.6375574713552132,799,31,20,32,basmati,87.56972748859768
1.8872127425763265,498,20,13,27,brown,14.040938232262937
1.4722149251619494,686,34,26,33,white,84.80026055556442
1.1195942459383017,648,31,17,22,basmati,61.382504386872306
1.713244787222995,747,37,27,29,brown,85.95530733115797
1.7607850486168974,727,38,18,25,basmati,93.30681669168911
1.5612771975694963,480,22,14,20,basmati,25.181386796906093
1.770967179954561,323,27,14,26,brown,21.789259903829898
1.4937955963643907,615,11,3,27,white,25.10768773971885
1.5227328293819942,677,38,6,30,basmati,90.01425411301511
1.4275410183585495,686,30,12,33,basmati,54.707285227801414
1.025419126744095,703,24,2,27,white,52.81202945777221
1.1078914269933045,345,29,15,22,white,19.927062071121785
1.0314291856867341,314,36,8,33,brown,20.02851940353004
1.6364104112637805,452,27,7,29,brown,16.44857269916482
1.3143559810763268,521,24,19,20,brown,31.66535022697526
1.5085706911647028,505,28,12,28,white,46.59305725977565
1.9075664739260931,754,32,16,32,basmati,76.02192750309861
1.249292229148875,572,33,16,25,basmati,53.52782426583956
1.4103829230356297,681,21,16,30,brown,37.63642827481433
1.7555511385430487,535,22,0,28,white,31.707847239200483
1.2287981654916225,639,31,7,26,basmati,55.02157624443545
1.0769799098287929,527,20,18,20,brown,15.631051220658678
1.2897514529137681,308,14,5,31,basmati,2.6251004897419676
1.1612212872540044,465,38,2,31,basmati,49.272893494754506
1.929697652342573,731,10,26,20,white,20.1476268459586
1.808120379564417,743,33,4,25,white,86.42206885493069
1.6334037565104236,618,12,12,24,basmati,20.93786639042791
1.8714605901877177,513,31,14,28,brown,50.107900080063814
1.8036720768991144,416,28,13,21,white,37.35967156642317
1.1865700588860357,685,32,28,27,basmati,70.82918422044624
1.8925589984899778,643,38,22,30,white,85.51120341981303
1.5393422419156506,371,39,15,24,white,38.545991983562836
1.8074401551640626,694,16,17,21,white,33.42004058732598
1.8960912999234933,363,21,21,32,basmati,16.072447118526835
1.3180034749718639,504,24,28,29,brown,25.812188390735518
1.1100519245276768,508,34,21,30,brown,46.336847109566804
1.2279351625419417,371,14,10,30,brown,0.8886780786685433
1.4271077886262562,576,24,2,31,white,38.73846908864278
1.8180147659224932,573,17,21,25,basmati,24.73551121164689
1.8607305832563434,777,19,9,29,white,45.21308919540196
1.0069521305311908,619,35,9,27,brown,48.736431535124154
1.5107473025775657,637,25,29,23,brown,35.89057820815198
1.417411003148779,665,17,20,21,basmati,30.738694874158384
1.2221078104707304,794,10,15,31,white,27.74375468957962
1.119865367333683,394,21,11,30,brown,0.9522976689476046
1.337615171403628,465,14,1,24,basmati,7.259820592224769
1.9429097039125192,331,12,8,34,white,11.138454630945365
1.3232029320207552,310,10,23,31,white,9.545578407604369
1.5187906217433662,600,13,2,21,brown,9.687643499528402
1.7030189588951778,516,17,23,21,brown,13.369262731384381
1.363629602379294,588,12,29,34,white,26.137762995598735
1.9717820827209607,401,19,24,25,white,27.176861386157594
1.9624472949421112,724,11,29,30,brown,18.978098009791093
1.2517822958253642,691,20,14,29,white,41.51602930883132
1.4972485058923855,566,34,2,28,brown,59.26218502754616
1.3008783098167696,513,19,18,32,white,19.50318458713257
1.2848404943774676,478,30,17,23,brown,41.63813312941948
1.0368869473545328,387,23,7,25,basmati,19.676158395182462
1.6095643339798968,340,16,25,26,brown,5.105171059181283
1.5026790232288616,700,36,16,32,brown,71.49797202275022
1.0514787512499892,375,36,7,30,basmati,27.830388055511513
1.2786464642366115,676,11,6,25,white,20.659639476679168
1.9082658859666537,345,18,29,27,basmati,15.892765092511182
1.2395618906669723,459,25,6,23,brown,28.355297083935522
1.144894872091223,762,22,2,31,white,56.80108222683776
1.4894527602775631,379,18,0,34,basmati,14.881453324551671
1.9856504541106008,609,29,3,20,white,54.3947638742943
1.2420552715115005,385,13,24,26,white,15.84596536005223
1.6721355474058786,391,31,4,22,basmati,27.88562558974952
1.7616196153287176,447,19,0,33,white,30.300379074126095
1.2376375439923997,460,35,14,25,basmati,46.763644746389346
1.7282163486118596,501,35,4,21,brown,47.780880999599844
1.3677831327192531,723,31,12,28,white,79.84469830247039
1.6323058305935794,715,21,7,20,brown,43.73930690979212
1.6335297107608948,541,26,7,25,brown,39.10888303367699
1.5357746840747586,652,23,4,25,white,44.20105898525532
1.0902897700544083,301,23,27,24,basmati,17.66600384867386
1.835302495589238,524,34,8,32,white,55.42166323535727
1.3207800649717358,588,11,0,24,brown,10.311407948703733
1.1865185103998543,532,30,3,20,brown,33.89439937650154
1.040775141554764,760,34,2,29,basmati,81.40173862598763
1.590892943188242,713,29,1,31,white,64.99963090836546
1.6775643618422824,716,20,7,24,brown,40.63337046693903
1.016587828927856,376,25,22,21,brown,23.102487977764063
1.512093058299281,415,28,8,26,brown,27.065583316192754
1.226495775197938,453,32,1,22,basmati,41.47401594970407
1.64517279040945,705,15,13,32,brown,26.2977027886223
1.1743664290049916,402,33,13,34,brown,37.21183967166763
1.690937738102466,493,28,3,23,white,44.41252829537052
1.3867353463005374,465,14,29,22,white,15.590058068547373
1.9367299887367344,658,35,5,22,brown,71.92255828945265
1.1375209441459933,389,13,10,23,brown,0.0
1.3410663510502585,473,24,2,24,white,38.96693232308163
1.113473521240589,421,38,7,20,basmati,42.64343545429573
1.9246936182785628,797,13,2,23,basmati,25.868321655888405
1.877339353380981,442,29,13,31,basmati,41.0904150066812
1.2579416277151556,781,19,27,31,basmati,41.163358278349634
1.659984046034179,405,33,12,30,basmati,41.22550121347522
1.8172222002012157,674,31,12,27,basmati,71.62963049356291
1.5552008115994624,727,12,1,29,basmati,20.75690192774578
1.5296505783560064,604,35,12,26,basmati,67.76161571002962
1.2418522909004517,659,14,28,28,white,27.080359504919567
1.0931027678058993,758,15,18,24,basmati,30.299306009423248
1.8972157579533269,616,30,26,32,basmati,52.36376849635065
1.9004180571633305,750,31,5,34,basmati,72.94416452567299
1.633101457273268,422,17,15,29,brown,3.939172851701887
1.3390297910487008,689,16,1,23,white,28.669055381221597
1.349209574612661,308,30,7,27,white,16.923795267815077
1.7259556788702395,561,19,16,28,white,34.72871965197781
1.897110259952577,372,15,22,32,basmati,18.917577460293924
1.8870864242651173,658,23,1,26,basmati,42.15481077985135
1.7798755458576239,522,13,9,33,brown,13.813052293721412
1.6420316461542876,715,37,27,26,white,97.29762321112847
1.0841399649950487,340,34,15,24,basmati,24.25580492943319
1.1616287140946138,669,22,5,23,white,41.59117414817913
1.8985541885270791,503,29,27,33,brown,43.6801462252868
1.60642905965959,563,26,1,29,brown,36.53801021191064
1.0091970516166295,627,32,1,20,brown,49.1234547854174
1.1014715428660322,477,16,25,29,white,18.194338316248277
1.6635017691080558,647,13,12,29,basmati,21.93348573538796
1.0050615838462187,617,38,23,26,basmati,70.07212872698351
1.1608080514174985,383,23,14,20,brown,1.4135942834503261
1.5487337893665862,617,12,27,20,basmati,15.01427560940206
1.6918951976926933,410,33,1,24,brown,31.920889940336103
1.6519612595026005,550,14,6,32,white,21.956183236276445
1.22426930946056,682,25,2,28,brown,51.344650269272634
1.7121792213475358,306,35,7,25,white,33.39344170322447
1.2372490874968,758,32,22,22,brown,73.68773157127866
1.3253996981592677,383,29,13,32,basmati,34.301416827790035
1.7464914051180243,507,13,23,22,basmati,13.93512469234948
1.6496328990472147,687,33,29,26,brown,78.59436693218834
1.849223410494178,689,39,22,25,basmati,82.08697879563883
1.6576128923003433,613,33,26,28,basmati,59.15974257751023
1.5683086033354716,321,11,21,25,basmati,5.245774134720398
1.0936747678280925,709,39,28,24,white,100.0
1.3677158030594336,682,27,6,29,basmati,54.55761981835587
1.2652023676817254,302,28,20,26,white,19.461995537708965
1.2439896433790836,426,37,6,20,brown,49.37235761970055
1.9730105547524457,596,37,0,31,basmati,65.97450426316831
1.3930977246667604,487,28,16,26,basmati,40.285680181818904
1.8920465551771133,661,26,8,22,basmati,58.881647191749764
1.631138625997263,313,23,29,33,brown,8.943812273877205
1.7948113035416484,758,28,20,28,white,69.3759422643619
1.502637093105192,765,31,12,34,white,77.8162843807111
1.576903884626359,311,33,20,25,basmati,31.33279573979498
1.492517693818864,386,22,18,28,brown,20.350048288497703
1.1952429877980446,311,21,20,32,brown,7.472936355886579
1.7224521152615053,696,39,18,34,brown,93.34737312084866
1.2807723624408558,324,35,24,24,brown,25.477235233246613
1.0243159664314538,600,15,24,26,brown,22.636705354705665
1.645472295907168,542,30,21,32,white,51.849303775309714
1.177110679407049,421,13,16,33,white,24.8591404889193
1.9404585843529143,446,28,22,23,white,48.729804838251525
1.9539285770025874,354,25,22,34,basmati,21.932254752105862
1.9148643902204485,537,22,29,26,brown,35.86687043583446
1.3701587002554443,655,13,9,32,basmati,26.344481562419432
1.0154566165288674,472,39,9,20,brown,57.67662756007073
1.9283185625877253,691,32,3,26,white,62.79470731921519
1.4281841483173143,520,26,7,27,basmati,41.39918064090092
1.9666548190436695,418,32,21,24,white,46.85472717377797
1.9636199770892528,608,10,19,21,brown,9.647552063930009
1.85300945546736,482,27,19,24,brown,33.56017182190183
1.2944488920695858,587,29,17,25,brown,47.077859428060265
1.3850977286019253,606,26,13,31,white,57.613644264818944
1.851136671516857,599,36,17,21,brown,66.40761772898661
1.3169220051562776,381,37,27,33,white,46.73504984662266
1.1694927466860925,753,36,13,25,basmati,93.03623256930344
1.5568012624583503,701,24,19,25,brown,47.87423126351227
1.936154774160781,510,20,20,20,brown,24.95212094149803
1.696029796674973,449,34,23,33,brown,49.90952662361239
1.570061170089365,336,37,14,20,basmati,32.29570956955679
1.0971764937707684,651,31,21,33,brown,49.59885779450234
1.6150072266991697,611,22,29,30,white,44.36456557846078
1.9900538501042633,660,10,3,29,white,19.547263267342732
1.140084015236524,358,26,12,22,brown,20.57988028079075
1.5183296523637368,430,15,26,33,brown,8.547870607017536
1.8773730719279556,711,13,22,29,basmati,27.620045842088683
1.7407686177542043,501,29,7,29,basmati,54.71197603005623
1.697015740995268,542,25,17,34,basmati,43.00007374579877
1.7024840839871094,334,24,11,31,brown,18.31058404353575
1.3594911512197552,744,36,22,22,basmati,86.36173338304742
1.2935918442644934,392,24,13,23,basmati,15.799070815930644
1.8093611554785136,737,15,1,21,white,22.820498040723788
1.8101133946791808,746,24,17,28,basmati,52.60931663495227
1.8670723185801037,506,23,23,29,white,24.74871202862346
1.9132405525564713,652,37,1,31,white,85.01730920881865
1.5113423988609378,690,20,10,30,basmati,37.24434690922122
1.5015162946871996,631,16,8,33,white,23.893587199872613
1.7982951789667752,604,18,11,26,brown,24.7590118806115
1.6499639307777652,649,35,16,26,brown,63.74520360928013
1.7019668772577035,512,25,14,34,basmati,38.36119021905082
1.795792669436101,458,14,24,25,brown,11.92265505471029
1.8900053418175662,741,34,16,34,white,83.54501527911692
1.3379951568515358,744,29,25,22,brown,61.83018441030914
1.375582952639944,323,38,28,25,basmati,35.21991590867801
1.093981939840869,703,19,25,34,basmati,30.31439198191604
1.578280140996174,592,27,17,33,white,53.72824398038978
1.035942273796742,303,12,21,31,basmati,0.0
1.4655980181324602,519,22,5,27,brown,27.909762454843406
1.5426446347075766,663,20,16,27,basmati,35.365137467491344
1.2865412521282844,681,26,22,30,white,51.38692044645785
1.5908332605690108,319,39,23,32,basmati,32.08683931085562
1.0305002499390494,743,39,17,28,brown,86.3923691918177
1.0373481887492144,451,31,7,34,white,48.97535483793004
1.8226005606596583,349,22,8,20,brown,13.16901311370089
1.360190641411263,476,15,5,33,white,14.385098643566028
1.1270605126518847,734,26,4,20,basmati,65.63600518296766
1.5222432600548044,395,36,11,22,white,48.90342991802831
1.7699935530986108,404,22,24,22,white,25.723003875850164
1.215821027496843,719,28,28,29,basmati,54.8317268136379
1.6228904758190001,549,30,27,27,brown,42.89979315883574
1.085347464993768,416,28,10,34,basmati,29.22978811753909
1.0516817211686078,653,19,24,29,white,40.57021184827758
1.5313546315681479,527,12,0,20,basmati,14.343460567567718
1.5406351216101064,365,23,10,32,white,28.44142983329447
1.6374299014982066,634,35,18,21,basmati,62.52660374583377
1.7260913337226615,717,28,8,21,basmati,63.58291759373059
1.9758520794625345,719,14,26,22,brown,21.475556029503664
1.5163003483011952,561,38,1,32,white,84.67976247789723
1.322956472941246,594,14,11,25,brown,14.012465631552763
1.7951861947687036,725,29,3,20,white,67.81367649220033
1.2708322512620742,542,26,3,21,basmati,39.90955810697472
1.438971420705636,670,30,17,32,white,67.39390910890069
1.0784563813422658,485,19,14,34,brown,6.648311841874516
1.0253507434154576,545,14,18,32,brown,12.903241340761943
1.962648414677925,424,13,12,20,brown,3.3128574904308112
1.8359801205122057,567,15,18,24,white,25.718975974320667
1.695974206093698,430,35,16,32,brown,35.07238225571308
1.4089529444142699,536,13,5,32,brown,3.1736305494668873
1.1732943200708457,317,39,15,26,brown,32.785743443632725
1.1564370426710862,339,16,23,27,basmati,13.849691088004041
1.2502428981645952,320,16,11,29,basmati,8.903241348315177
1.5492266647061204,698,27,18,20,white,54.077079969715534
1.7145959227000622,524,12,4,26,white,19.189087257958
1.6601973767177314,654,10,16,32,brown,0.0
1.2799338969459428,581,33,25,24,basmati,55.77377692277944
1.954865280663194,307,34,22,29,brown,27.723474949656094
1.7378969166957685,399,13,25,20,brown,7.10328744610788
1.5543540525114006,539,15,28,22,basmati,21.466916756362306
1.6117207462343521,777,18,0,26,basmati,46.13680524085854
1.41960006242779,386,31,27,29,basmati,35.86434600101225
1.2477309895011575,597,23,26,20,white,34.01262303934063
1.3559726786512616,727,37,24,26,white,90.67333697856841
1.757846110464369,313,21,23,24,brown,8.634350934384429
1.0143934886297559,633,37,22,20,white,78.12810226222773
1.1160726405069163,301,34,9,20,basmati,22.081757510959438
1.0460026420217527,674,29,14,33,basmati,54.24405109327368
1.04072880231897,592,33,22,20,white,76.7413295837723
1.8554605840110072,624,34,20,30,brown,60.64693145181357
1.7036578593800238,721,13,20,28,brown,30.599175971635503
1.4741738290873252,792,30,10,30,white,74.88287318177424
1.0978341606510016,340,39,12,32,brown,34.65235390443215
1.4916158751168322,617,33,4,22,brown,59.02213184508198
1.4734717707805656,615,21,0,34,brown,25.732248407851202
1.1732018699100153,680,19,23,32,basmati,33.48629741628312
1.433851649237973,410,39,11,24,basmati,46.98959859723446
1.3985047343973736,313,31,10,30,white,24.670346834494424
1.6158500980522166,530,37,16,29,basmati,59.69991832147409
1.6350936508676437,772,16,3,31,brown,16.955699868624727
1.0453040097720445,383,12,14,28,basmati,8.14524409719916
1.3746126146264712,429,32,24,25,white,50.41380503528895
1.6258599157142364,530,37,29,31,basmati,63.90988459961853
1.5031362585800876,625,23,8,28,brown,47.47182338592905
1.8564898411883224,444,33,20,27,brown,41.9402460140208
1.6586936316189451,678,19,19,27,white,47.27117653916962
1.1629344270814297,644,25,18,20,basmati,53.40657066836306
1.0705687474004297,327,25,18,32,basmati,4.204042849531502
1.6424192782063156,365,31,11,28,basmati,32.504155652565224
1.026511310541622,462,19,4,25,brown,7.473776261294063
1.5857755812734633,528,34,9,28,white,53.58969065400144
1.9402302414249575,560,22,16,22,basmati,29.934628882388285
1.575474177875879,748,15,4,31,brown,22.98454455598891
1.388169926206522,723,21,21,22,brown,42.747455363309356
1.6432882184423532,759,18,15,25,brown,36.35710042091367
1.4582528904915166,739,22,6,28,basmati,47.79408755601774
1.545616789315935,463,13,27,26,basmati,15.153591722531939
1.9414648087765252,600,33,8,33,basmati,65.9197550874733
1.3861026378007741,706,20,2,32,basmati,41.87814551722612
1.9611905638239142,602,29,14,22,basmati,45.13085722804662
1.9053506419560637,586,27,15,22,basmati,43.98531415140276
1.1957911347892964,694,35,17,21,basmati,77.3937411708465
1.0693613008751655,309,20,13,28,basmati,14.065795629313852
1.1007780013774267,494,34,2,32,basmati,42.20456309483414
1.0182218256515498,417,30,11,34,brown,28.33689032109086
1.0944429607559285,569,13,8,22,basmati,6.842617214845928
1.683006773416357,379,27,27,30,white,37.42018421834835
1.0711886484602289,757,10,6,24,brown,11.367774236812362
1.3189756302937612,392,36,8,33,basmati,33.05064155701502
1.8448753109694547,565,16,12,33,white,20.776352303562064
1.023271935735826,631,15,17,28,basmati,24.47240565897137
1.8144684825889357,649,24,4,27,white,57.916584252010765
1.2818547747734,660,27,12,21,white,53.00452213743573
1.1181648276216563,556,33,3,22,white,63.557125307368615
1.6967371653641505,432,20,1,21,white,22.498927185191597
1.6289428467798839,575,29,15,27,brown,49.31701088725877
1.8774720135270528,563,33,8,25,brown,55.801423537643565
1.7350710438038859,470,24,8,25,white,36.091137077761346
1.8034809303848487,759,25,5,31,basmati,49.355835385196734
1.2820345725713065,300,16,10,34,white,14.066628011225482
1.1774395437797227,612,30,21,28,brown,53.18839322132127
1.7506147516408583,363,19,23,27,basmati,17.06639703333769
1.8068347392672641,673,35,21,23,brown,72.08555635808175
1.9905051420006732,767,21,0,34,brown,38.786949762905216
1.4126176769114265,583,33,3,31,basmati,63.95292675802858
1.3720180857927833,420,23,12,23,white,33.263492796553756
1.7764129607419967,406,34,22,28,white,39.96556805444493
1.3408035402530178,720,14,12,20,white,36.81530103598844
1.9307573256035648,474,35,12,32,white,56.06500466371875
1.8584127518430118,784,30,1,21,basmati,75.76043116315175
1.4289940273750183,503,27,8,21,basmati,37.19492877204193
1.7508710677914974,464,14,23,32,basmati,13.154807741750487
1.7545428740846822,604,12,7,32,brown,17.382060494030373
1.1031238688359326,796,32,6,25,basmati,86.01910794573548
1.9025529066795666,419,35,3,34,white,52.90703191589839
1.505252372447857,343,14,17,23,brown,2.4239870013889884
1.8264574661077417,611,33,2,32,white,72.232674643536
1.3200496010306118,455,26,27,30,white,33.175171695451624
1.8955232284962005,666,28,5,29,basmati,60.4487004824786
1.389201678734163,506,28,11,32,basmati,39.52027691509184
1.0108376514802984,689,34,11,22,white,68.09562482271491
1.9053819764192637,407,30,20,22,white,31.75460025097448
1.0912866767861336,550,21,27,22,brown,22.502206074926917
1.3193136375904149,744,34,7,25,basmati,82.80870031627693
1.950061967050805,703,38,21,33,brown,79.69249166676681
1.950607146937556,669,18,21,27,brown,26.26200326294914
1.5734378881232862,633,10,0,30,brown,10.238042725094253
1.6318372121697993,429,27,3,26,white,33.17888966628249
1.4484455219783197,756,30,20,33,brown,73.71635823094518
1.2932107716980645,592,13,27,23,brown,17.9583738475004
1.328664545369916,319,19,10,30,white,15.495407477478901
1.6725184560770385,581,34,2,31,basmati,64.71616088993053
1.75237452943768,584,16,12,23,basmati,26.53717877523493
1.7915790437258485,300,31,24,30,brown,17.734130396087373
1.789618142794554,418,32,16,29,white,47.81760913221217
1.0912061030486904,334,10,21,34,basmati,5.470885839411744
1.4944203047025815,497,26,21,30,brown,26.678018862406166
1.0575587600166443,784,33,9,30,brown,78.13426169181719
1.5495288823237354,544,38,20,33,white,70.63599534706215
1.441530501373377,358,38,11,30,brown,37.5833309766121
1.8877041827582999,624,11,14,21,basmati,12.535605486838774
1.3509150125520786,460,37,20,33,white,53.109841176649994
1.117067016427606,796,35,9,20,basmati,90.6302744484739
1.1429916820528359,478,20,13,28,basmati,28.858119855096625
1.7615106317174722,505,18,12,31,basmati,16.54304046839613
1.618218063316261,311,16,4,34,brown,0.0
1.1011226761227904,789,31,5,31,brown,69.48434213782768
1.0841068061149974,575,26,23,21,basmati,41.35706276108807
1.70096913145912,480,26,1,32,basmati,25.46867561777189
1.0727630063641935,541,11,21,27,white,22.448524641618846
1.8218600592903562,515,15,16,34,white,22.212658896862138
1.7062422271564963,550,23,3,28,brown,28.628631420577904
1.0813487806418998,598,15,13,23,brown,23.766026538489125
1.084837714085192,425,11,9,27,white,13.30880137931055
1.9866395785011755,781,10,2,28,basmati,15.17682169754891
1.3742707957561202,516,19,24,29,brown,20.715230644309518
1.3706421470668908,605,30,2,29,basmati,54.196024493881474
1.8127995672575026,584,14,14,24,white,31.641592724867596
1.9472485773838586,484,11,5,32,brown,2.9633062320358627
1.986001063822871,338,31,16,33,brown,16.107232789693953
1.7533781852589416,522,25,11,26,white,32.60411550702074
1.3762595855309159,483,34,21,29,brown,51.38685022207504
1.0835007166986688,794,11,19,23,white,21.142613821198548
1.7771469159274367,726,19,23,20,brown,38.707574354804905
1.558404249735805,477,11,28,22,white,14.145900671223941
1.4242220092469764,706,25,10,24,brown,45.9973563094066
1.906354385094736,727,25,24,22,basmati,55.4507899605585
1.1111974823061512,593,28,3,31,basmati,56.13228981065866
1.4926251042908592,639,38,25,32,basmati,71.03639306576447
1.0113536447674192,450,16,27,30,brown,7.762217620202104
1.4686606419941262,683,31,25,26,brown,66.35945613232809
1.0563032756818374,425,21,5,31,basmati,13.626025633570354
1.118817916268072,600,33,0,28,basmati,66.38824633755024
1.1175262467771048,607,24,19,34,white,51.00880379852216
1.6492103021160636,635,17,22,31,white,35.39109202617141
1.7460448792654233,733,15,27,25,white,32.70690319108601
1.5833687650971595,533,37,15,32,basmati,54.20938498530457
1.962172548474542,679,36,14,29,basmati,82.90094699514087
1.3748705795237042,674,19,16,20,basmati,49.2508203050367
1.2857120862818607,307,12,7,26,white,7.160438006524117
1.8685991281894603,797,28,27,34,brown,57.86400216758877
1.2235958385194525,640,26,25,22,basmati,51.957521904985725
1.9632225394406113,428,16,11,24,brown,14.01702703781372
1.0121544746898163,563,30,26,29,brown,40.58096111219956
1.969878826707639,456,29,21,23,brown,30.365543955173234
1.0431599119505761,651,35,20,29,white,72.81890452978773
1.891143113698071,657,13,9,24,brown,13.009008875606789
1.5277011090863,304,23,26,24,basmati,14.158021758295337
1.9929647961193004,794,29,14,25,white,74.93065468920801
1.0737965647353989,385,31,29,33,basmati,26.10858133049954
1.5538542844013208,474,24,8,29,basmati,31.139847325062064
1.969302535619099,589,33,1,31,white,64.47735858192151
1.5230978441701488,492,17,4,29,basmati,16.781818200201496
1.6293986381352625,610,30,5,32,basmati,56.08633482819761
1.6957486889846172,418,24,6,32,white,22.954430728804788
1.4545410647677732,517,31,20,30,basmati,49.00232188273982
1.6275580800840634,726,29,24,25,brown,59.61256577776848
1.5843143119231002,757,37,0,27,basmati,92.1167725173111
1.901158010490989,713,23,22,27,brown,47.12839575780766
1.045446380341458,413,36,25,30,basmati,48.4378206560056
1.2809631895922302,765,38,6,28,white,99.94968355618093
1.9504114840765587,444,18,19,27,white,29.60598224883986
1.8902637838909162,325,17,24,32,basmati,8.731073738866003
1.455656752785713,435,35,29,30,white,48.817710489896854
1.6201325978015366,602,37,11,21,basmati,70.05703829627153
1.2773811829811326,531,35,15,33,white,65.30030834237522
1.1881211597237613,668,26,15,33,brown,49.9267117337467
1.4636984049399822,375,11,10,31,basmati,4.2611374000815445
1.3533522280260528,774,34,20,29,brown,74.0437981749329
1.583656111850872,627,33,3,31,brown,62.30254575296464
1.0777346369649847,644,39,12,30,basmati,75.47906852036478
1.9743948076661666,601,12,6,34,brown,6.2508019914909685
1.9862107444796029,751,17,3,20,basmati,30.38144896364112
1.6981617140197451,588,21,14,29,brown,29.026096045278496
